Date,Open,High,Low,Close,Adj Close,Volume,Open : 10 day rooling mean,Open : 30 day rooling mean,Open : 50 day rooling mean,SMA,CMA,EMA(10),,,EMA  = ((close prc - last EMA)*0)
2017-01-25 00:00:00-05:00,17.15399933,17.23066711,16.78666687,16.96466637,16.96466637,77139000,16.04899998,15.63033342,15.63033342,,16.71216679,16.0255005,,,
2017-01-26 00:00:00-05:00,16.95266724,17.04933357,16.71666718,16.83399963,16.83399963,47281500,16.21713343,15.70811777,15.70811777,,16.71216679,16.15034879,,,
2017-01-27 00:00:00-05:00,16.75866699,16.86666679,16.56800079,16.86333275,16.86333275,47494500,16.36593342,15.76648161,15.76648161,,16.84866619,16.27731546,,,
2017-01-30 00:00:00-05:00,16.83533287,17.01933289,16.47333336,16.70866776,16.70866776,57016500,16.5161334,15.82273694,15.82273694,,16.80200005,16.37271256,,,
2017-01-31 00:00:00-05:00,16.61599922,17.0593338,16.51333237,16.79533386,16.79533386,61741500,16.59973335,15.86240005,15.86240005,,16.8003335,16.45046175,,,
2017-02-01 00:00:00-05:00,16.87000084,16.87999916,16.60333252,16.61599922,16.61599922,59382000,16.70906677,15.91038104,15.91038104,,16.8003335,16.51407473,,,
2017-02-02 00:00:00-05:00,16.55599976,16.82799911,16.51399994,16.77000046,16.77000046,37497000,16.71633339,15.93972735,15.93972735,,16.69299984,16.54660653,,,
2017-02-03 00:00:00-05:00,16.79400063,16.81200027,16.64533234,16.75533295,16.75533295,32800500,16.75933342,15.97686967,15.97686967,,16.71377754,16.57700123,,,
2017-02-06 00:00:00-05:00,16.73333359,17.18799973,16.70866776,17.18466759,17.18466759,53437500,16.79366684,16.008389,16.008389,,16.83150005,16.6232737,,,
2017-02-07 00:00:00-05:00,17.21266747,17.33333206,17.09466743,17.16533279,17.16533279,63672000,16.84826679,16.05656013,16.05656013,,16.83150005,16.661133,,,
2017-02-08 00:00:00-05:00,17.15666771,17.55733299,17.07999992,17.47200012,17.47200012,58995000,16.84853363,16.09887196,16.09887196,,17.31866646,16.78068442,,,
2017-02-09 00:00:00-05:00,17.75,18.07866669,17.74333382,17.94666672,17.94666672,117303000,16.92826691,16.16002485,16.16002485,,17.52799988,16.91655982,,,
2017-02-10 00:00:00-05:00,17.98600006,18.06333351,17.74066734,17.94866753,17.94866753,54295500,17.05100021,16.22523826,16.22523826,,17.63316679,17.04685187,,,
2017-02-13 00:00:00-05:00,18.04933357,18.71933365,18.0340004,18.70666695,18.70666695,105444000,17.17240028,16.28813809,16.28813809,,17.63316679,17.15345447,,,
2017-02-14 00:00:00-05:00,18.60199928,19.15933228,18.5739994,18.73200035,18.73200035,110178000,17.37100029,16.3652668,16.3652668,,18.71933365,17.43815949,,,
2017-02-15 00:00:00-05:00,18.66666794,18.81599998,18.42933273,18.65066719,18.65066719,74218500,17.550667,16.51002239,16.43950555,,18.69644483,17.66693842,,,
2017-02-16 00:00:00-05:00,18.50666618,18.66666794,17.89999962,17.93000031,17.93000031,106159500,17.74573364,16.64968904,16.50410432,,18.5048337,17.81928286,,,
2017-02-17 00:00:00-05:00,17.71999931,18.19266701,17.61000061,18.14866638,18.14866638,93856500,17.83833351,16.7372001,16.54094962,,18.5048337,17.94392834,,,
2017-02-21 00:00:00-05:00,18.36333275,18.76000023,18.26733208,18.49266624,18.49266624,85150500,18.00133343,16.8450223,16.59454912,,18.32066631,18.01242609,,,
2017-02-22 00:00:00-05:00,18.68733215,18.89666748,18.17333221,18.23399925,18.23399925,131325000,18.1487999,16.95911115,16.65434292,,18.29177729,18.06321716,,,
2017-02-23 00:00:00-05:00,17.60000038,17.6439991,17.03733253,17.06599998,17.06599998,223728000,18.19313316,17.03022226,16.68061119,,17.98533297,18.04905642,,,
2017-02-24 00:00:00-05:00,16.84399986,17.21666718,16.68000031,17.13333321,17.13333321,122574000,18.10253315,17.08264449,16.6850271,,17.98533297,18.03747035,,,
2017-02-27 00:00:00-05:00,16.54466629,16.55733299,16.13400078,16.41533279,16.41533279,171912000,17.95839977,17.12511113,16.68133339,,16.774333,17.80780924,,,
2017-02-28 00:00:00-05:00,16.27933311,16.73333359,16.26000023,16.66600037,16.66600037,91171500,17.78139973,17.15664447,16.67102569,,16.73822212,17.61333905,,,
2017-03-01 00:00:00-05:00,16.94533348,16.98999977,16.60733223,16.66799927,16.66799927,72142500,17.61573315,17.19548893,16.67788339,,16.72066641,17.45103509,,,
2017-03-02 00:00:00-05:00,16.64733315,16.88533211,16.55133247,16.69866753,16.69866753,50277000,17.41379967,17.22451115,16.67713826,,16.72066641,17.31824092,,,
2017-03-03 00:00:00-05:00,16.7159996,16.79333305,16.60000038,16.77133369,16.77133369,43791000,17.23473301,17.23226668,16.67806353,,16.73500061,17.21219733,,,
2017-03-06 00:00:00-05:00,16.52733231,16.78000069,16.50066757,16.74733353,16.74733353,50332500,17.11546631,17.23771108,16.67455815,,16.73911158,17.12618183,,,
2017-03-07 00:00:00-05:00,16.79466629,16.9260006,16.55466652,16.57266617,16.57266617,51892500,16.95859966,17.25119998,16.67728788,,16.69750023,17.0482398,,,
2017-03-08 00:00:00-05:00,16.46666718,16.67133331,16.35466766,16.45800018,16.45800018,55878000,16.73653316,17.24453328,16.67260742,,16.69750023,16.98446903,,,
2017-03-09 00:00:00-05:00,16.50866699,16.57733345,16.20000076,16.32666779,16.32666779,58189500,16.62739983,17.22302221,16.6690435,,16.39233398,16.87680822,,,
2017-03-10 00:00:00-05:00,16.41399956,16.43333244,16.20000076,16.24600029,16.24600029,45994500,16.5843998,17.20506662,16.66361703,,16.34355609,16.77985338,,,
2017-03-13 00:00:00-04:00,16.32133293,16.45666695,16.18533325,16.41133308,16.41133308,45339000,16.56206646,17.19048882,16.65648611,,16.36050034,16.70360745,,,
2017-03-14 00:00:00-04:00,16.40733337,17.20800018,16.40133286,17.20000076,17.20000076,113976000,16.57486649,17.17622217,16.65140136,,16.36050034,16.6412244,,,
2017-03-15 00:00:00-04:00,17.13333321,17.39999962,16.95133209,17.04866791,17.04866791,79962000,16.59366646,17.19346663,16.66104,,17.12433434,16.72906248,,,
2017-03-16 00:00:00-04:00,17.49333382,17.71666718,17.27066612,17.46999931,17.46999931,106983000,16.67826653,17.2142444,16.72442667,,17.23955599,16.82187939,,,
2017-03-17 00:00:00-04:00,17.60000038,17.6886673,17.41333389,17.43333244,17.43333244,97462500,16.7666666,17.24904442,16.79009335,,17.28800011,16.90662853,,,
2017-03-20 00:00:00-04:00,17.37333298,17.63666725,17.25466728,17.46133232,17.46133232,54214500,16.85126667,17.2683555,16.83566666,,17.28800011,16.97596875,,,
2017-03-21 00:00:00-04:00,17.52199936,17.65333366,16.68266678,16.71199989,16.71199989,103629000,16.92399998,17.29464436,16.88353331,,17.08666611,16.99609552,,,
2017-03-22 00:00:00-04:00,16.77066612,17.00466728,16.70066643,17.00066757,17.00066757,60889500,16.95439987,17.27991098,16.9136533,,17.05799993,17.00735086,,,
2017-03-23 00:00:00-04:00,17.02599907,17.1779995,16.88666725,16.98533249,16.98533249,49803000,17.00613308,17.27555536,16.94483994,,17.03983307,17.01325671,,,
2017-03-24 00:00:00-04:00,17.0466671,17.59266663,17.00066757,17.54400063,17.54400063,84709500,17.06939983,17.25211093,16.98034662,,17.03983307,17.01808877,,,
2017-03-27 00:00:00-04:00,17.37333298,18.03800011,17.31666756,18.01466751,18.01466751,93462000,17.17459984,17.23168869,17.02239994,,17.77933407,17.15649687,,,
2017-03-28 00:00:00-04:00,18.46800041,18.71199989,18.33333206,18.49666786,18.49666786,119814000,17.38066654,17.24564425,17.08509329,,18.01844533,17.31321461,,,
2017-03-29 00:00:00-04:00,18.55599976,18.63999939,18.36933327,18.49200058,18.49200058,55143000,17.5229332,17.24411093,17.14061329,,18.13683414,17.46296347,,,
2017-03-30 00:00:00-04:00,18.5359993,18.79999924,18.48066711,18.52799988,18.52799988,62226000,17.62719975,17.23975531,17.19579994,,18.13683414,17.58548529,,,
2017-03-31 00:00:00-04:00,18.58200073,18.64533234,18.42133331,18.55333328,18.55333328,49419000,17.72539978,17.24226646,17.23777328,,18.54066658,17.75915444,,,
2017-04-03 00:00:00-04:00,19.12666702,19.93333244,18.97200012,19.90133286,19.90133286,208329000,17.90073318,17.28915539,17.29302662,,18.99422201,17.98371195,,,
2017-04-04 00:00:00-04:00,19.79266739,20.32066727,19.63533211,20.24666786,20.24666786,152019000,18.12779999,17.33679988,17.36107998,,19.30733347,18.22437017,,,
2017-04-05 00:00:00-04:00,20.13599968,20.32533264,19.61333275,19.66666794,19.66666794,118213500,18.46433334,17.38508879,17.43046661,,19.30733347,18.42127239,,,
2017-04-06 00:00:00-04:00,19.79199982,20.1293335,19.60666656,19.91333389,19.91333389,82809000,18.74093342,17.45815544,17.48322662,,19.79000092,18.67013187,,,
2017-04-07 00:00:00-04:00,19.83333206,20.17933273,19.80999947,20.1693325,20.1693325,68694000,19.01959991,17.55779985,17.54083992,,19.91644478,18.89673399,,,
2017-04-10 00:00:00-04:00,20.61000061,20.91533279,20.5806675,20.82600021,20.82600021,114967500,19.34326668,17.69331099,17.61786659,,20.14383364,19.12347916,,,
2017-04-11 00:00:00-04:00,20.8920002,20.89800072,20.36666679,20.5806675,20.5806675,85869000,19.58566666,17.84706656,17.69899994,,20.14383364,19.30899797,,,
2017-04-12 00:00:00-04:00,20.42266655,20.56333351,19.75466728,19.78933334,19.78933334,90760500,19.77233334,17.96297766,17.77513329,,20.18500042,19.46827098,,,
2017-04-13 00:00:00-04:00,19.78000069,20.49266624,19.68666649,20.26666641,20.26666641,139269000,19.89673347,18.06739992,17.83333328,,20.21222242,19.60353474,,,
2017-04-17 00:00:00-04:00,20.18000031,20.26666641,19.91200066,20.09600067,20.09600067,62080500,20.05653343,18.18286661,17.90581329,,20.18316698,19.70892232,,,
2017-04-18 00:00:00-04:00,19.97999954,20.05599976,19.86000061,20.01666641,20.01666641,45535500,20.14186668,18.29795551,17.96953327,,20.18316698,19.79514853,,,
2017-04-19 00:00:00-04:00,20.16399956,20.44133377,20.14066696,20.36800003,20.36800003,58470000,20.1789999,18.41026662,18.03814659,,20.19233322,19.86736386,,,
2017-04-20 00:00:00-04:00,20.43400002,20.61000061,20.01533318,20.1673336,20.1673336,92241000,20.20879993,18.54251105,18.10257324,,20.18400002,19.92493401,,,
2017-04-21 00:00:00-04:00,20.13333321,20.42666626,20.02799988,20.37333298,20.37333298,67647000,20.24293327,18.66333326,18.16210655,,20.23133326,19.98064291,,,
2017-04-24 00:00:00-04:00,20.61466789,20.7033329,20.40133286,20.53533363,20.53533363,76252500,20.32106686,18.80335553,18.21939991,,20.23133326,20.02622293,,,
2017-04-25 00:00:00-04:00,20.53333282,20.93199921,20.39066696,20.9193325,20.9193325,101065500,20.31340008,18.94375553,18.27034657,,20.72733307,20.15369737,,,
2017-04-26 00:00:00-04:00,20.82466698,20.96666718,20.60000038,20.6779995,20.6779995,70425000,20.30666676,19.09099998,18.32585323,,20.71088854,20.25500476,,,
2017-04-27 00:00:00-04:00,20.77933311,20.87266731,20.5,20.57533264,20.57533264,52029000,20.34233341,19.21253332,18.36939991,,20.67699957,20.33173101,,,
2017-04-28 00:00:00-04:00,20.65533257,20.98666763,20.53333282,20.93799973,20.93799973,67582500,20.4298666,19.31793327,18.4091732,,20.67699957,20.39450705,,,
2017-05-01 00:00:00-04:00,20.99200058,21.81666756,20.9873333,21.52199936,21.52199936,132444000,20.51106663,19.43099995,18.45887989,,21.22999954,20.54641462,,,
2017-05-02 00:00:00-04:00,21.60000038,21.84399986,21.10400009,21.25933266,21.25933266,80742000,20.67306671,19.57188886,18.53647991,,21.23977725,20.67248043,,,
2017-05-03 00:00:00-04:00,21.1779995,21.43533325,20.69666672,20.73466682,20.73466682,107001000,20.77446671,19.69375553,18.59277325,,21.11349964,20.75266566,,,
2017-05-04 00:00:00-04:00,20.49600029,20.51799965,19.38400078,19.69733238,19.69733238,212280000,20.78066673,19.81793334,18.62894661,,21.11349964,20.81827177,,,
2017-05-05 00:00:00-04:00,19.86666679,20.56999969,19.78666687,20.55666733,20.55666733,122659500,20.75400009,19.91262226,18.67427994,,20.12699986,20.69258609,,,
2017-05-08 00:00:00-04:00,20.7266674,20.9193325,20.38800049,20.47933388,20.47933388,105097500,20.76520004,20.03528894,18.75193329,,20.24444453,20.61110589,,,
2017-05-09 00:00:00-04:00,20.62533379,21.4659996,20.60666656,21.4173336,21.4173336,145147500,20.77440014,20.14368896,18.83354664,,20.5376668,20.59775334,,,
2017-05-10 00:00:00-04:00,21.43733215,21.70000076,21.20800018,21.68133354,21.68133354,86124000,20.83566666,20.24266669,18.93670662,,20.5376668,20.58682853,,,
2017-05-11 00:00:00-04:00,21.55999947,21.73333359,21.30666733,21.54000092,21.54000092,71307000,20.91373329,20.34280001,19.02899994,,21.61066723,20.77298083,,,
2017-05-12 00:00:00-04:00,21.69866753,21.79999924,21.43533325,21.65399933,21.65399933,61824000,21.01806679,20.44822229,19.13002663,,21.62511126,20.92791348,,,
2017-05-15 00:00:00-04:00,21.22533226,21.34666634,20.83533287,21.05866623,21.05866623,114330000,21.04139996,20.53633334,19.22021328,,21.4835,21.02892911,,,
2017-05-16 00:00:00-04:00,21.17266655,21.33733368,21.00933266,21.13400078,21.13400078,62287500,20.99866657,20.60453332,19.31311996,,21.4835,21.11157828,,,
2017-05-17 00:00:00-04:00,20.95933342,20.97533226,20.36666679,20.40733337,20.40733337,100678500,20.97679996,20.64342219,19.39641331,,20.77066708,21.04959449,,,
2017-05-18 00:00:00-04:00,20.46666718,20.92933273,20.35400009,20.8706665,20.8706665,84807000,20.97386665,20.65444444,19.47641331,,20.80400022,21.00494103,,,
2017-05-19 00:00:00-04:00,21.03333282,21.10000038,20.68000031,20.72200012,20.72200012,70314000,21.09053326,20.69582221,19.56690662,,20.78350019,20.9646791,,,
2017-05-22 00:00:00-04:00,20.85333252,20.95800018,20.4533329,20.69000053,20.69000053,64938000,21.10319977,20.72982222,19.65569328,,20.78350019,20.93173751,,,
2017-05-23 00:00:00-04:00,20.69733238,20.71533394,20.23200035,20.25733376,20.25733376,64776000,21.11039963,20.73273328,19.74321327,,20.47366714,20.84845208,,,
2017-05-24 00:00:00-04:00,20.43400002,20.73333359,20.36000061,20.68133354,20.68133354,75499500,21.01006641,20.71746661,19.8237466,,20.54288928,20.79289526,,,
2017-05-25 00:00:00-04:00,20.73466682,21.1313324,20.52066612,21.12199974,21.12199974,75210000,20.92753315,20.72786662,19.89577328,,20.68766689,20.77376285,,,
2017-05-26 00:00:00-04:00,21.15200043,21.69933319,21.08733368,21.6760006,21.6760006,117033000,20.87286644,20.77359994,19.96894661,,20.68766689,20.75810905,,,
2017-05-30 00:00:00-04:00,21.73333359,22.41866684,21.71733284,22.34000015,22.34000015,116743500,20.92366657,20.82537772,20.05161327,,22.00800037,20.98536179,,,
2017-05-31 00:00:00-04:00,22.5126667,22.85933304,22.34399986,22.73399925,22.73399925,149451000,21.05766659,20.90979996,20.15439995,,22.25,21.21529578,,,
2017-06-01 00:00:00-04:00,22.93333244,22.99200058,22.48600006,22.69133377,22.69133377,114120000,21.25506649,21.00211105,20.26262661,,22.36033344,21.42348424,,,
2017-06-02 00:00:00-04:00,22.65133286,22.85866737,22.39533234,22.65666771,22.65666771,83853000,21.47353306,21.07602215,20.38023994,,22.36033344,21.59382029,,,
2017-06-05 00:00:00-04:00,22.56666756,23.22933388,22.28066635,23.1546669,23.1546669,101766000,21.62686653,21.15713329,20.49105331,,22.9056673,21.83233769,,,
2017-06-06 00:00:00-04:00,22.97999954,23.9659996,22.66466713,23.5233326,23.5233326,166302000,21.83953323,21.23597768,20.60971996,,23.11155574,22.06492256,,,
2017-06-07 00:00:00-04:00,23.75600052,24.03333282,23.6760006,23.9766674,23.9766674,140970000,22.14540005,21.34339994,20.73737331,,23.32783365,22.29454253,,,
2017-06-08 00:00:00-04:00,24.25,24.79333305,24.01466751,24.66666794,24.66666794,135922500,22.52700005,21.45757771,20.85301331,,23.32783365,22.48241345,,,
2017-06-09 00:00:00-04:00,24.96133232,25.12466621,23.65333366,23.82133293,23.82133293,258921000,22.9496666,21.59697768,20.98111996,,24.24400043,22.80270167,,,
2017-06-12 00:00:00-04:00,23.86599922,24.29999924,23.37466621,23.93400002,23.93400002,157765500,23.22106647,21.7039999,21.08771996,,24.14066696,23.04596785,,,
2017-06-13 00:00:00-04:00,24.50799942,25.06666756,24.4406662,25.06333351,25.06333351,177118500,23.49853306,21.82119986,21.20623993,,24.3713336,23.2869432,,,
2017-06-14 00:00:00-04:00,25.40600014,25.61666679,25.08733368,25.37733269,25.37733269,192276000,23.7878664,21.94806652,21.33182659,,24.3713336,23.48410489,,,
2017-06-15 00:00:00-04:00,24.83333206,25.03066635,24.43266678,25.02266693,25.02266693,156397500,23.97786636,22.06991094,21.43263988,,25.19999981,23.79608547,,,
2017-06-16 00:00:00-04:00,25.19866753,25.20066643,24.67333221,24.76000023,24.76000023,100965000,24.23259983,22.22666651,21.53389324,,25.05333328,24.02467576,,,
2017-06-19 00:00:00-04:00,25,25.11333275,24.52000046,24.65333366,24.65333366,98239500,24.47593307,22.39777762,21.63805325,,24.95333338,24.19352243,,,
2017-06-20 00:00:00-04:00,25.11133385,25.25866699,24.64866638,24.81599998,24.81599998,111580500,24.68906651,22.54393317,21.74361328,,24.95333338,24.33166973,,,
2017-06-21 00:00:00-04:00,24.95666695,25.13266754,24.53466606,25.09333229,25.09333229,73848000,24.80913315,22.68831094,21.83054661,,24.95466614,24.44494169,,,
2017-06-22 00:00:00-04:00,25.19933319,25.66666794,24.9046669,25.50733376,25.50733376,112947000,24.90406647,22.81371098,21.91669327,,25.13888868,24.57111375,,,
2017-06-23 00:00:00-04:00,25.49666786,25.79933357,25.29000092,25.56333351,25.56333351,96687000,24.95760002,22.94493326,22.01817329,,25.24499989,24.69363838,,,
2017-06-26 00:00:00-04:00,25.77933311,25.7966671,24.87333298,25.16600037,25.16600037,99061500,25.14893341,23.08095544,22.13815994,,25.24499989,24.79388582,,,
2017-06-27 00:00:00-04:00,25.09333229,25.09333229,24.13466644,24.15800095,24.15800095,104946000,25.2074667,23.20988878,22.23642658,,24.66200066,24.76990673,,,
2017-06-28 00:00:00-04:00,24.44533348,24.78266716,24.16799927,24.74933243,24.74933243,94537500,25.11140003,23.31897767,22.32573326,,24.69111125,24.75558029,,,
2017-06-29 00:00:00-04:00,24.70733261,24.73333359,23.60666656,24.04999924,24.04999924,123315000,25.09880009,23.44391098,22.41659992,,24.53083324,24.71471723,,,
2017-06-30 00:00:00-04:00,24.24733353,24.45133209,23.9746666,24.10733223,24.10733223,87727500,25.00366669,23.56993319,22.49286659,,24.53083324,24.68128381,,,
2017-07-03 00:00:00-04:00,24.68266678,24.75666618,23.43333244,23.50799942,23.50799942,94581000,24.97193336,23.69157766,22.58385326,,23.80766582,24.52244434,,,
2017-07-05 00:00:00-04:00,23.14666748,23.14933205,21.75533295,21.80599976,21.80599976,255700500,24.77546673,23.76802216,22.63449326,,23.1404438,24.27117176,,,
2017-07-06 00:00:00-04:00,21.15066719,21.38599968,20.42000008,20.58866692,20.58866692,289867500,24.39486675,23.78313332,22.64683994,,22.50249958,23.94959532,,,
2017-07-07 00:00:00-04:00,20.89999962,21.13333321,20.49200058,20.8813324,20.8813324,212653500,23.9649334,23.79866664,22.6483466,,22.50249958,23.68648727,,,
2017-07-10 00:00:00-04:00,20.86000061,21.19599915,20.20866776,21.06999969,21.06999969,207313500,23.50126667,23.80284443,22.64995995,,20.97566605,23.19361118,,,
2017-07-11 00:00:00-04:00,21.06666756,21.81866646,20.9533329,21.81466675,21.81466675,173391000,23.03000011,23.8,22.65818665,,21.25533295,22.84119731,,,
2017-07-12 00:00:00-04:00,22.02666664,22.20666695,21.63333321,21.96800041,21.96800041,155191500,22.72333355,23.80977777,22.67887997,,21.43349981,22.58525256,,,
2017-07-13 00:00:00-04:00,22.00733376,22.10666656,21.33133316,21.56066704,21.56066704,128917500,22.47953358,23.79293334,22.68702663,,21.43349981,22.37584318,,,
2017-07-14 00:00:00-04:00,21.54599953,21.89466667,21.41466713,21.85199928,21.85199928,84378000,22.16340027,23.74668891,22.69438663,,21.70633316,22.25411421,,,
2017-07-17 00:00:00-04:00,21.70266724,21.80666733,20.89666748,21.30466652,21.30466652,148153500,21.90893364,23.71506672,22.71851997,,21.57244428,22.13017435,,,
2017-07-18 00:00:00-04:00,21.16666794,21.94199944,21.04400063,21.88266754,21.88266754,95605500,21.55733376,23.66840007,22.74452,,21.6500001,22.04287002,,,
2017-07-19 00:00:00-04:00,21.88199997,22.11000061,21.54800034,21.68400002,21.68400002,95355000,21.430867,23.63180008,22.76762665,,21.6500001,21.9714392,,,
2017-07-20 00:00:00-04:00,21.79333305,22.01466751,21.61333275,21.99466705,21.99466705,77493000,21.49513359,23.56637783,22.79098663,,21.83933353,21.94742001,,,
2017-07-21 00:00:00-04:00,21.9640007,22.08399963,21.71999931,21.89333344,21.89333344,73524000,21.6015337,23.49017785,22.80152,,21.8573335,21.93104066,,,
2017-07-24 00:00:00-04:00,22.01600075,22.89333344,22.00066757,22.83466721,22.83466721,129556500,21.71713371,23.39200013,22.81064003,,22.10166693,21.96206359,,,
2017-07-25 00:00:00-04:00,23,23.04000092,22.27666664,22.63999939,22.63999939,104838000,21.91046696,23.36313349,22.83666668,,22.10166693,21.98744599,,,
2017-07-26 00:00:00-04:00,22.6906662,23.03333282,22.54133224,22.92333221,22.92333221,72312000,21.97686691,23.30255572,22.86597336,,22.7816658,22.13184945,,,
2017-07-27 00:00:00-04:00,23.06666756,23.16666794,21.75266647,22.29733276,22.29733276,124536000,22.08280029,23.22457797,22.90385338,,22.62022146,22.22064427,,,
2017-07-28 00:00:00-04:00,22.45933342,22.63999939,22.1673336,22.33799934,22.33799934,73206000,22.17413368,23.14544468,22.93385338,,22.54966593,22.28046633,,,
2017-07-31 00:00:00-04:00,22.36666679,22.76600075,21.40266609,21.56466675,21.56466675,128026500,22.24053364,23.05104465,22.97185337,,22.54966593,22.32941166,,,
2017-08-01 00:00:00-04:00,21.53333282,21.62999916,21.07533264,21.30466652,21.30466652,124546500,22.27720013,22.93548908,22.98185337,,21.43466663,22.16673091,,,
2017-08-02 00:00:00-04:00,21.2626667,21.80800056,20.74799919,21.72599983,21.72599983,196372500,22.2152668,22.80720018,22.99004005,,21.5317777,22.05128499,,,
2017-08-03 00:00:00-04:00,23.02199936,23.33333206,22.87666702,23.13933372,23.13933372,203025000,22.33813343,22.74271126,23.03653339,,21.93366671,22.02989987,,,
2017-08-04 00:00:00-04:00,23.13333321,23.81800079,22.88666725,23.79400063,23.79400063,139033500,22.45506668,22.67384459,23.09052006,,21.93366671,22.01240295,,,
2017-08-07 00:00:00-04:00,23.82333374,23.96533394,23.51666641,23.6779995,23.6779995,94867500,22.63579998,22.61806679,23.1522934,,23.73600006,22.32578393,,,
2017-08-08 00:00:00-04:00,23.83533287,24.5720005,23.82666779,24.34799957,24.34799957,111747000,22.71933327,22.55326678,23.20596004,,23.9399999,22.61927745,,,
2017-08-09 00:00:00-04:00,24.06666756,24.66666794,23.93000031,24.23533249,24.23533249,103381500,22.8569334,22.51904462,23.25262672,,24.01383305,22.87283276,,,
2017-08-10 00:00:00-04:00,24.10666656,24.44333267,23.6439991,23.69333267,23.69333267,106393500,22.9609333,22.50775572,23.28450672,,24.01383305,23.08028715,,,
2017-08-11 00:00:00-04:00,23.79800034,24.08399963,23.57466698,23.8579998,23.8579998,65487000,23.0948,22.47744465,23.30180008,,23.77566624,23.20671958,,,
2017-08-14 00:00:00-04:00,24.30866623,24.5106678,24.17333221,24.25333214,24.25333214,67788000,23.28899994,22.47948907,23.33494675,,23.9348882,23.33911374,,,
2017-08-15 00:00:00-04:00,24.34666634,24.36599922,23.95800018,24.15533257,24.15533257,46276500,23.57033329,22.46828906,23.37054672,,23.98999929,23.45745645,,,
2017-08-16 00:00:00-04:00,24.20000076,24.43333244,24.16799927,24.19400024,24.19400024,51207000,23.8640667,22.50340017,23.39494675,,23.98999929,23.55428233,,,
2017-08-17 00:00:00-04:00,24.0806675,24.21999931,23.43933296,23.46133232,23.46133232,75415500,23.96993351,22.60106684,23.40144009,,23.82766628,23.60398845,,,
2017-08-18 00:00:00-04:00,23.52733231,23.60000038,23.05333328,23.16399956,23.16399956,81123000,24.00933342,22.6886446,23.38698673,,23.60644404,23.60443492,,,
2017-08-21 00:00:00-04:00,23.05466652,23.05466652,22.12333298,22.52400017,22.52400017,97431000,23.9324667,22.76180013,23.34885342,,23.33583307,23.55559827,,,
2017-08-22 00:00:00-04:00,22.74200058,22.81599998,22.49133301,22.75666618,22.75666618,64830000,23.82313347,22.81764456,23.32637344,,23.33583307,23.515641,,,
2017-08-23 00:00:00-04:00,22.59933281,23.56599998,22.55333328,23.51799965,23.51799965,74317500,23.67639999,22.83673344,23.28820011,,23.13733292,23.44685778,,,
